Gene,SetType,DiseaseType
1128,drug,Syndrome2
1129,drug,Syndrome2
1131,drug,Syndrome2
1803,drug,Syndrome2
43,drug,Syndrome2
2554,drug,Syndrome2
5292,drug,Syndrome2
5644,drug,Syndrome2
5743,drug,Syndrome2
760,drug,Syndrome2
1135,drug,Syndrome2
1266,drug,Syndrome2
367,drug,Syndrome2
4306,drug,Syndrome2
2099,drug,Syndrome2
240,drug,Syndrome2
590,drug,Syndrome2
808,drug,Syndrome2
2100,drug,Syndrome2
2155,drug,Syndrome2
10499,drug,Syndrome2
124,drug,Syndrome2
4128,drug,Syndrome2
4129,drug,Syndrome2
4843,drug,Syndrome2
5742,drug,Syndrome2
4069,drug,Syndrome2
1504,drug,Syndrome2
1017,drug,Syndrome2
1800,drug,Syndrome2
2932,drug,Syndrome2
6331,drug,Syndrome2
8648,drug,Syndrome2
5468,drug,Syndrome2
1111,drug,Syndrome2
890,drug,Syndrome2
5467,drug,Syndrome2
1432,drug,Syndrome2
6530,drug,Syndrome2
2304,drug,Syndrome2
3140,drug,Syndrome2
6528,drug,Syndrome2
7038,drug,Syndrome2
7080,drug,Syndrome2
7173,drug,Syndrome2
7253,drug,Syndrome2
7849,drug,Syndrome2
29080,drug,Syndrome2
5646,drug,Syndrome2
2908,drug,Syndrome2
5319,drug,Syndrome2
3500,drug,Syndrome2
6010,drug,Syndrome2
16,drug,Syndrome2
18,drug,Syndrome2
210,drug,Syndrome2
211,drug,Syndrome2
212,drug,Syndrome2
217,drug,Syndrome2
231,drug,Syndrome2
262,drug,Syndrome2
279,drug,Syndrome2
361,drug,Syndrome2
847,drug,Syndrome2
994,drug,Syndrome2
1491,drug,Syndrome2
1499,drug,Syndrome2
1508,drug,Syndrome2
1509,drug,Syndrome2
1636,drug,Syndrome2
1728,drug,Syndrome2
2353,drug,Syndrome2
2539,drug,Syndrome2
2597,drug,Syndrome2
2628,drug,Syndrome2
2643,drug,Syndrome2
2687,drug,Syndrome2
2720,drug,Syndrome2
2752,drug,Syndrome2
2875,drug,Syndrome2
2902,drug,Syndrome2
2936,drug,Syndrome2
2938,drug,Syndrome2
2939,drug,Syndrome2
2944,drug,Syndrome2
2950,drug,Syndrome2
2990,drug,Syndrome2
3032,drug,Syndrome2
3067,drug,Syndrome2
3162,drug,Syndrome2
3586,drug,Syndrome2
3938,drug,Syndrome2
4199,drug,Syndrome2
4314,drug,Syndrome2
4317,drug,Syndrome2
4353,drug,Syndrome2
4719,drug,Syndrome2
4860,drug,Syndrome2
5210,drug,Syndrome2
5213,drug,Syndrome2
5226,drug,Syndrome2
5313,drug,Syndrome2
5320,drug,Syndrome2
5447,drug,Syndrome2
5733,drug,Syndrome2
5836,drug,Syndrome2
5970,drug,Syndrome2
5972,drug,Syndrome2
6403,drug,Syndrome2
6476,drug,Syndrome2
6647,drug,Syndrome2
7124,drug,Syndrome2
7498,drug,Syndrome2
8824,drug,Syndrome2
8972,drug,Syndrome2
9955,drug,Syndrome2
11181,drug,Syndrome2
27232,drug,Syndrome2
54583,drug,Syndrome2
57704,drug,Syndrome2
79697,drug,Syndrome2
84706,drug,Syndrome2
116443,drug,Syndrome2
151056,drug,Syndrome2
10243,drug,Syndrome2
51399,drug,Syndrome2
8634,drug,Syndrome2
2746,drug,Syndrome2
4200,drug,Syndrome2
5409,drug,Syndrome2
6240,drug,Syndrome2
54363,drug,Syndrome2
7372,drug,Syndrome2
4942,drug,Syndrome2
3029,drug,Syndrome2
10249,drug,Syndrome2
10449,drug,Syndrome2
221357,drug,Syndrome2
1360,drug,Syndrome2
162466,drug,Syndrome2
5498,drug,Syndrome2
131,drug,Syndrome2
353,drug,Syndrome2
5265,drug,Syndrome2
226,drug,Syndrome2
435,drug,Syndrome2
30814,drug,Syndrome2
2997,drug,Syndrome2
4594,drug,Syndrome2
8566,drug,Syndrome2
23743,drug,Syndrome2
92292,drug,Syndrome2
8604,drug,Syndrome2
50700,drug,Syndrome2
275,drug,Syndrome2
6697,drug,Syndrome2
56953,drug,Syndrome2
2592,drug,Syndrome2
7296,drug,Syndrome2
23464,drug,Syndrome2
55869,drug,Syndrome2
2593,drug,Syndrome2
2232,drug,Syndrome2
1357,drug,Syndrome2
51095,drug,Syndrome2
4048,drug,Syndrome2
306,drug,Syndrome2
2954,drug,Syndrome2
5198,drug,Syndrome2
3945,drug,Syndrome2
206358,drug,Syndrome2
112724,drug,Syndrome2
5315,drug,Syndrome2
7389,drug,Syndrome2
1158,drug,Syndrome2
36,drug,Syndrome2
223,drug,Syndrome2
498,drug,Syndrome2
5837,drug,Syndrome2
378,drug,Syndrome2
191,drug,Syndrome2
383,drug,Syndrome2
375,drug,Syndrome2
1760,drug,Syndrome2
5831,drug,Syndrome2
4728,drug,Syndrome2
733,drug,Syndrome2
6472,drug,Syndrome2
216,drug,Syndrome2
7167,drug,Syndrome2
10136,drug,Syndrome2
5050,drug,Syndrome2
122622,drug,Syndrome2
873,drug,Syndrome2
29920,drug,Syndrome2
10166,drug,Syndrome2
10465,drug,Syndrome2
2821,drug,Syndrome2
51109,drug,Syndrome2
5682,drug,Syndrome2
80150,drug,Syndrome2
2806,drug,Syndrome2
2905,drug,Syndrome2
7001,drug,Syndrome2
55349,drug,Syndrome2
57026,drug,Syndrome2
64080,drug,Syndrome2
4722,drug,Syndrome2
2730,drug,Syndrome2
2588,drug,Syndrome2
4723,drug,Syndrome2
2346,drug,Syndrome2
2747,drug,Syndrome2
2760,drug,Syndrome2
162417,drug,Syndrome2
6389,drug,Syndrome2
8001,drug,Syndrome2
2731,drug,Syndrome2
57505,drug,Syndrome2
875,drug,Syndrome2
9054,drug,Syndrome2
10007,drug,Syndrome2
2582,drug,Syndrome2
5478,drug,Syndrome2
95,drug,Syndrome2
6714,drug,Syndrome2
10165,drug,Syndrome2
2948,drug,Syndrome2
9563,drug,Syndrome2
4255,drug,Syndrome2
1610,drug,Syndrome2
10993,drug,Syndrome2
8659,drug,Syndrome2
10988,drug,Syndrome2
1468,drug,Syndrome2
7923,drug,Syndrome2
5162,drug,Syndrome2
2742,drug,Syndrome2
51181,drug,Syndrome2
11212,drug,Syndrome2
219,drug,Syndrome2
2280,drug,Syndrome2
10673,drug,Syndrome2
9836,drug,Syndrome2
3939,drug,Syndrome2
6470,drug,Syndrome2
64902,drug,Syndrome2
635,drug,Syndrome2
189,drug,Syndrome2
883,drug,Syndrome2
2162,drug,Syndrome2
5207,drug,Syndrome2
51268,drug,Syndrome2
9377,drug,Syndrome2
80896,drug,Syndrome2
6035,drug,Syndrome2
4548,drug,Syndrome2
8942,drug,Syndrome2
5095,drug,Syndrome2
85007,drug,Syndrome2
5091,drug,Syndrome2
150,drug,Syndrome2
154,drug,Syndrome2
759,drug,Syndrome2
2891,drug,Syndrome2
6531,drug,Syndrome2
5139,drug,Syndrome2
40,drug,Syndrome2
41,drug,Syndrome2
58,drug,Syndrome2
59,drug,Syndrome2
60,drug,Syndrome2
70,drug,Syndrome2
71,drug,Syndrome2
72,drug,Syndrome2
86,drug,Syndrome2
100,drug,Syndrome2
103,drug,Syndrome2
104,drug,Syndrome2
105,drug,Syndrome2
132,drug,Syndrome2
134,drug,Syndrome2
135,drug,Syndrome2
136,drug,Syndrome2
153,drug,Syndrome2
155,drug,Syndrome2
259,drug,Syndrome2
593,drug,Syndrome2
834,drug,Syndrome2
836,drug,Syndrome2
973,drug,Syndrome2
1385,drug,Syndrome2
1644,drug,Syndrome2
1906,drug,Syndrome2
2056,drug,Syndrome2
2152,drug,Syndrome2
2252,drug,Syndrome2
2335,drug,Syndrome2
2534,drug,Syndrome2
2641,drug,Syndrome2
3060,drug,Syndrome2
3091,drug,Syndrome2
3105,drug,Syndrome2
3106,drug,Syndrome2
3107,drug,Syndrome2
3134,drug,Syndrome2
3135,drug,Syndrome2
3184,drug,Syndrome2
3512,drug,Syndrome2
3569,drug,Syndrome2
3576,drug,Syndrome2
3592,drug,Syndrome2
3593,drug,Syndrome2
3596,drug,Syndrome2
3783,drug,Syndrome2
4312,drug,Syndrome2
4318,drug,Syndrome2
4842,drug,Syndrome2
4846,drug,Syndrome2
5020,drug,Syndrome2
5028,drug,Syndrome2
5032,drug,Syndrome2
5879,drug,Syndrome2
5881,drug,Syndrome2
6337,drug,Syndrome2
6338,drug,Syndrome2
6339,drug,Syndrome2
6340,drug,Syndrome2
6376,drug,Syndrome2
6532,drug,Syndrome2
7299,drug,Syndrome2
7422,drug,Syndrome2
8877,drug,Syndrome2
